step,lambda,psi,risk,distance,risk_grad,field_lambda,field_psi,target_lambda,target_psi,w_field,w_target,dlambda,dpsi,potential
102,1.1733556223645831,0.8550734312584407,0.0121059817506045,1.3627410396926094,-2.7807199001750327e-08,0.07793794276911273,-0.002609682163085679,-0.1533556619897296,0.004926926611491522,0.9132050237068846,0.45189139217015917,-2.2013970294755547e-07,1.9881662901035085e-06,0.011771108995196965
103,1.1733555860557865,0.855073747771872,0.012105957033774536,1.362741150764703,-2.471682996468827e-08,0.07793791053594656,-0.0026097429885380205,-0.1533556223645831,0.0049265687415592785,0.9132051929934001,0.4518912673124811,-2.0171553707926115e-07,1.75840795137779e-06,0.011771101867764434
104,1.1733555528456412,0.8550740276886641,0.012105935067615413,1.3627412494749798,-2.1966159122546736e-08,0.07793788225505252,-0.002609796898478718,-0.15335558605578647,0.004926252228128036,0.9132053434404918,0.4518911563495002,-1.845008070246179e-07,1.5550932899842254e-06,0.011771095395902145
105,1.1733555225200076,0.8550742752233711,0.012105915549262996,1.36274133718465,-1.9518352416952878e-08,0.07793785744203152,-0.0026098446740785465,-0.15335555284564117,0.004925972311335847,0.9132054771224795,0.45189105775138055,-1.6847574196496296e-07,1.375192816157212e-06,0.01177108952597983
106,1.1733554948706997,0.8550744941073825,0.012105898208762293,1.3627414151070023,-1.734050070374693e-08,0.0779378356718278,-0.002609887008938678,-0.15335552252000761,0.0049257247766288925,0.9132055958882889,0.4518909701545121,-1.5360726617064113e-07,1.2160222851452561e-06,0.011771084207667698
107,1.17335546969724,0.8550746876440289,0.012105882805551093,1.362741484323214,-1.5403211199582767e-08,0.07793781657146198,-0.002609924518818212,-0.15335549487069966,0.004925505892617532,0.9132057013855349,0.45189089234375074,-1.398525541311535e-07,1.0752035915017428e-06,0.011771079393932474
108,1.1733554468080953,0.8550748587574399,0.012105869125311154,1.362741545796501,-1.3680239939126149e-08,0.07793779981365363,-0.0026099577502930286,-0.1533554696972399,0.0049253123559710454,0.913205795082088,0.45189082323651253,-1.271619146335501e-07,9.506300613160504e-07,0.01177107504098486
109,1.1733554260214947,0.8550750100358573,0.012105856977149736,1.3627416003847908,-1.2148161417785408e-08,0.07793778511122444,-0.002609987188461801,-0.15335544680809532,0.004925141242560049,0.9132058782853774,0.451890761868539,-1.154811152433155e-07,8.404356521930301e-07,0.011771071108190513
110,1.1733554071659116,0.8550751437700297,0.012105846191077557,1.3627416488520554,-1.0786072179511108e-08,0.07793777221218666,-0.0026100132638026356,-0.15335542602149466,0.004924989964142701,0.9132059521596643,0.45189070738115794,-1.0475323986881835e-07,7.429676243474832e-07,0.011771067557954198
111,1.1733553900802827,0.8550752619872428,0.012105836615753093,1.362741691878453,-9.575324463884094e-09,0.07793776089543265,-0.0026100363582726976,-0.15335540716591156,0.004924856229970298,0.9132060177414913,0.4518906590098899,-9.492016004447601e-08,6.56762295018912e-07,0.011771064355584974
112,1.1733553746140193,0.8550753664814784,0.012105828116465746,1.3627417300693931,-8.499287346835915e-09,0.07793775096695241,-0.0026100568107334018,-0.15335539008028265,0.004924738012757168,0.9132060759534958,0.4518906160742615,-8.592368570120579e-08,5.805235309665419e-07,0.011771061469148966
113,1.1733553606268579,0.8550754588401394,0.012105820573333204,1.3627417639636388,-7.543132542198183e-09,0.0779377422565139,-0.002610074921774801,-0.15335537461401927,0.004924633518521571,0.9132061276167558,0.4518905779686998,-7.770645297881795e-08,5.131036720166637e-07,0.01177105886931439
114,1.1733553479885908,0.8550755404677297,0.012105813879690714,1.3627417940405475,-6.693642489244422e-09,0.07793773461475026,-0.0026100909580050805,-0.15335536062685784,0.004924541159860629,0.913206173461822,0.45189054415439706,-7.021259445898209e-08,4.534866130657912e-07,0.011771056529193365
115,1.1733553365787088,0.8550756126068341,0.012105807940652445,1.362741820726537,-5.9390382698559785e-09,0.0779377279106034,-0.0026101051558635752,-0.15335534798859074,0.0049244595322702756,0.913206214138571,0.45189051415204384,-6.338823349202882e-08,4.0077280205315455e-07,0.01177105442418352
116,1.1733553262859784,0.855075676356703,0.012105802671827008,1.3627418444008594,-5.2688254367078136e-09,0.07793772202908066,-0.0026101177250096464,-0.1533553365787088,0.004924387393165919,0.9132062502250027,0.4518904875353411,-5.718183557212875e-08,3.541659387572456e-07,0.01177105253181141
117,1.173355317007979,0.8550757326897158,0.01210579799817058,1.3627418654007553,-4.673656427145456e-09,0.07793771686928656,-0.002610128851334416,-0.15335532628597837,0.0049243236432969795,0.9132062822350951,0.451890463925207,-5.154444204270858e-08,3.129611822733471e-07,0.011771050831580416
118,1.1733553086506125,0.8550757824659614,0.012105793852963767,1.3627418840260535,-4.1452068132163955e-09,0.07793771234269506,-0.0026101386996364197,-0.1533553170079789,0.004924267310284169,0.9132063106258124,0.45189044298460906,-4.642981354247011e-08,2.7653469788807995e-07,0.011771049304823585
119,1.173355301127603,0.855075826446152,0.012105790176898626,1.3627419005432728,-3.6760651415251866e-09,0.07793770837163398,-0.002610147415998682,-0.15335530865061253,0.0049242175340386,0.9132063358033569,0.45189042441395233,-4.179449778103639e-08,2.4433439193270214e-07,0.011771047934563102
120,1.1733552943599916,0.855075865303058,0.012105786917264452,1.3627419151892846,-3.2596341736912393e-09,0.07793770488795473,-0.002610155129900038,-0.15335530112760298,0.004924173553847999,0.9132063581287465,0.45189040794696733,-3.759784124486576e-08,2.1587170025518833e-07,0.011771046705376653
121,1.1733552882756397,0.8550758996316342,0.012105784027221806,1.362741928174573,-2.890042646169766e-09,0.07793770183186512,-0.0026101619560900263,-0.15335529435999162,0.004924134696941973,0.9132063779227866,0.4518903933470426,-3.380195555055532e-08,1.907143120580268e-07,0.011771045603271149
122,1.1733552828087428,0.8550759299579842,0.012105781465155367,1.3627419396861442,-2.5620664392128623e-09,0.07793769915090508,-0.00261016799625389,-0.1533552882756397,0.004924100368365769,0.9132063954705024,0.4518903804039553,-3.03716502086937e-08,1.684797219523096e-07,0.011771044615564078
123,1.1733552778993614,0.8550759567472974,0.012105779194097176,1.3627419498901203,-2.27105819046447e-09,0.07793769679904804,-0.0026101733404906118,-0.15335528280874278,0.004924070042015782,0.9132064110250889,0.45189036893095924,-2.7274340400756936e-08,1.488295179155651e-07,0.011771043730772429
124,1.1733552734929729,0.8550759804108752,0.012105777181212725,1.362741958934046,-2.0128844511330124e-09,0.07793769473591222,-0.002610178068625046,-0.15335527789936143,0.00492404325270257,0.9132064248114314,0.45189035876218697,-2.4479936510182765e-08,1.3146432061841504e-07,0.011771042938509292
125,1.1733552695400429,0.8550760013123493,0.01210577539734331,1.3627419669489484,-1.7838694150312806e-09,0.07793769292606861,-0.002610182251372462,-0.15335527349297284,0.004924019589124806,0.9132064370292391,0.4518903497503403,-2.1960722578970304e-08,1.1611930074233688e-07,0.011771042229387593
126,1.1733552659956223,0.8550760197731869,0.012105773816598312,1.362741974051168,-1.5807449984389654e-09,0.07793769133843385,-0.002610185951372017,-0.15335526954004286,0.004923998687650699,0.913206447855838,0.45189034176462917,-1.9691225809637114e-08,1.0256020882006781e-07,0.01177104159493106
127,1.1733552628189674,0.8550760360775614,0.012105772415992292,1.3627419803439893,-1.4006060200522086e-09,0.07793768994573741,-0.002610189224103887,-0.15335526599562233,0.004923980226813063,0.9132064574486565,0.4518903346889393,-1.7648083274271475e-08,9.057985857121448e-08,0.011771041027492019
128,1.173355259973184,0.8550760504766639,0.012105771175121861,1.3627419859190941,-1.2408704307131924e-09,0.0779376887240541,-0.002610192118702755,-0.15335526281896739,0.004923963922438546,0.9132064659474382,0.45189032842019955,-1.580990726182674e-08,7.999501342890666e-08,0.011771040520175606
129,1.1733552574248967,0.855076063192517,0.01210577007587816,1.362741990857853,-1.0992437012719014e-09,0.07793768765239384,-0.002610194678679654,-0.153355259973184,0.00492394952333608,0.9132064734762116,0.45189032286692965,-1.4157152094726455e-08,7.064362887243894e-08,0.0117710400667702
130,1.1733552551439395,0.8550760744213511,0.012105769102191034,1.3627419952324749,-9.736871257187696e-10,0.07793768671234172,-0.00261019694256202,-0.15335525742489664,0.0049239368074829315,0.913206480145042,0.451890317947948,-1.2671984196341302e-08,6.238241158633851e-08,0.011771039661683417
131,1.1733552531030715,0.8550760843365895,0.012105768239801331,1.3627419991070315,-8.623897030518579e-10,0.07793768588774228,-0.002610198944461623,-0.15335525514393944,0.004923925578648847,0.913206486051591,0.45189031359122167,-1.1338155461379507e-08,5.5084657659136733e-08,0.011771039299883754
132,1.1733552512777126,0.8550760930914907,0.012105767476058538,1.362742002538365,-7.637427929668705e-10,0.07793768516442227,-0.0026102007145778795,-0.15335525310307152,0.004923915663410439,0.9132064912825025,0.45189030973284355,-1.014088306730554e-08,4.863833969880483e-08,0.01177103897684701
133,1.1733552496457005,0.855076100821485,0.012105766799740639,1.3627420055768993,-6.763178992535979e-10,0.07793768452994776,-0.002610202279644369,-0.15335525127771255,0.004923906908509301,0.9132064959146368,0.451890306316123,-9.066733818591244e-09,4.2944413090060043e-08,0.011771038688507646
134,1.1733552481870677,0.8550761076462421,0.01210576620089414,1.362742008267357,-5.98846498431338e-10,0.07793768397341055,-0.0026102036633245465,-0.15335524964570046,0.00492389917851499,0.9132065000161657,0.4518903032907772,-8.103515950277917e-09,3.7915317011244856e-08,0.011771038431214263
135,1.173355246883836,0.8550761136714987,0.012105765670691679,1.3627420106494021,-5.302024617959145e-10,0.07793768348524117,-0.0026102048865626302,-0.1533552481870677,0.004923892353757897,0.9132065036475482,0.4518903006122127,-7.240176390713171e-09,3.347364774177342e-08,0.011771038201689139
136,1.173355245719829,0.855076118990676,0.012105765201305544,1.362742012758205,-4.69386134127614e-10,0.07793768305704467,-0.0026102059678945484,-0.15335524688383595,0.00492388632850127,0.9132065068623967,0.4518902982408854,-6.466704569399462e-09,2.955098482397816e-08,0.011771037996991566
137,1.1733552446805013,0.8550761236863094,0.012105764785795342,1.36274201462495,-4.1551020263375094e-10,0.0779376826814564,-0.002610206923723539,-0.15335524571982906,0.004923881009323949,0.9132065097082464,0.4518902961417337,-5.774043302514409e-09,2.608685207249311e-08,0.011771037814484476
138,1.1733552437527803,0.8550761278313131,0.012105764418008086,1.3627420162772834,-3.6778725551189773e-10,0.07793768235201573,-0.0026102077685643665,-0.15335524468050132,0.004923876313690623,0.9132065122272393,0.45189029428367417,-5.154005475876966e-09,2.302779851060064e-08,0.011771037651804117
139,1.173355242924925,0.8550761314900984,0.012105764092489441,1.3627420177397114,-3.2551864502516903e-10,0.0779376820630551,-0.0026102085152598636,-0.1533552437527803,0.004923872168686838,0.9132065144567324,0.4518902926391522,-4.599196436888553e-09,2.0326584762911902e-08,0.011771037506832775
140,1.1733552421863953,0.855076134719562,0.012105763804404953,1.3627420190339556,-2.8808448855610624e-10,0.07793768180960267,-0.002610209175172488,-0.15335524292492497,0.004923868509901563,0.9132065164298371,0.45189029118374524,-4.102943236897194e-09,1.7941464097704328e-08,0.011771037377673928
141,1.1733552415277342,0.8550761375699603,0.01210576354947007,1.3627420201792664,-2.549348822322717e-10,0.07793768158729703,-0.0026102097583543347,-0.1533552421863953,0.004923865280437978,0.9132065181758986,0.451890289895808,-3.659228467109421e-09,1.5835545550519324e-08,0.011771037262629819
142,1.1733552409404608,0.8550761400856819,0.012105763323887984,1.3627420211927026,-2.2558208599698926e-10,0.07793768139231222,-0.002610210273697556,-0.15335524152773417,0.004923862430039727,0.9132065197209213,0.4518902887561598,-3.2626299439897366e-09,1.3976231154713172e-08,0.01177103716018131
143,1.1733552404169731,0.8550761423059311,0.012105763124294426,1.3627420220893798,-1.995935586945885e-10,0.07793768122129204,-0.002610210729067617,-0.15335524094046082,0.004923859914318096,0.9132065210879473,0.45189028774780465,-2.908265262294152e-09,1.2334717958834007e-08,0.011771037068969535
144,1.1733552399504599,0.8550761442653315,0.012105762947708747,1.36274202288269,-1.7658567837142147e-10,0.07793768107129241,-0.0026102111314213836,-0.15335524041697313,0.004923857694068889,0.9132065222973913,0.4518902868556848,-2.591740898283401e-09,1.0885557585210183e-08,0.011771036987779473
145,1.1733552395348208,0.8550761459944595,0.012105762791490383,1.3627420235844967,-1.5621836463308725e-10,0.07793768093973075,-0.002610211486911644,-0.15335523995045985,0.00492385573466847,0.9132065233673385,0.4518902860664602,-2.3091057416851912e-09,9.606266691071681e-09,0.011771036915525068
146,1.1733552391645952,0.8550761475203164,0.012105762653300317,1.3627420242053085,-1.3819006529358635e-10,0.07793768082434172,-0.0026102118009796327,-0.15335523953482078,0.004923854005540518,0.913206524313809,0.45189028536831444,-2.05680848047729e-09,8.476982832805909e-09,0.011771036851235933
147,1.1733552388348965,0.8550761488667451,0.012105762531066835,1.362742024754434,-1.2223348201667594e-10,0.07793768072313807,-0.0026102120784370405,-0.15335523916459515,0.0049238524796836325,0.9132065251509921,0.4518902847507816,-1.8316593727862873e-09,7.480159541577679e-09,0.011771036794045292
148,1.1733552385413535,0.8550761500547986,0.012105762422955128,1.362742025240116,-1.0811170708668882e-10,0.07793768063437667,-0.0026102123235385247,-0.15335523883489643,0.004923851133254886,0.9132065258914545,0.451890284204592,-1.6307946711785481e-09,6.600297316290346e-09,0.011771036743179142
149,1.1733552382800574,0.8550761511030657,0.012105762327340399,1.3627420256696545,-9.561472967545281e-11,0.07793768055652853,-0.0026102125400459582,-0.15335523854135347,0.004923849945201342,0.9132065265463245,0.45189028372153733,-1.451644663849616e-09,5.823705519561462e-09,0.011771036697946506
150,1.1733552380475145,0.8550761520279582,0.012105762242783893,1.3627420260495133,-8.455650589433983e-11,0.07793768048825245,-0.0026102127312853315,-0.15335523828005737,0.004923848896934313,0.9132065271254561,0.4518902832943492,-1.2919045676990093e-09,5.138291785545396e-09,0.01177103665773081
151,1.173355237840603,0.8550761528439659,0.012105762168011755,1.3627420263854158,-7.477213813389394e-11,0.07793768042837199,-0.0026102129001969905,-0.1533552380475145,0.004923847972041817,0.9132065276375742,0.4518902829165922,-1.1495084259460775e-09,4.533376111895242e-09,0.011771036621981933
152,1.173355237656534,0.8550761535638806,0.01210576210189621,1.3627420266824284,-6.611554533020314e-11,0.07793768037585523,-0.002610213049380269,-0.1533552378406029,0.004923847156034111,0.9132065280904027,0.4518902825825687,-1.0226049711875573e-09,3.9995261796443166e-09,0.011771036590209241
153,1.1733552374928173,0.8550761541989947,0.012105762043438906,1.3627420269450368,-5.845730323417175e-11,0.07793768032979703,-0.002610213181132824,-0.15335523765653392,0.004923846436119428,0.9132065284907797,0.4518902822872351,-9.095362154404318e-10,3.5284122160486597e-09,0.011771036561975241
154,1.1733552373472302,0.8550761547592768,0.012105761991756123,1.3627420271772108,-5.168278305323071e-11,0.07793768028940345,-0.0026102132974855884,-0.15335523749281732,0.004923845801005244,0.9132065288447576,0.45189028202612674,-8.088177003151564e-10,3.112678288513457e-09,0.011771036536889953
155,1.1733552372177884,0.855076155253526,0.012105761946065713,1.3627420273824646,-4.5690409788967656e-11,0.07793768025397811,-0.0026102134002335547,-0.15335523734723022,0.004923845240723201,0.9132065291576934,0.4518902817952925,-7.191212278434556e-10,2.7458289289213414e-09,0.01177103651460577
156,1.173355237102722,0.8550761556895091,0.012105761905675406,1.362742027563908,-4.039030741809224e-11,0.07793768022291021,-0.002610213490963187,-0.15335523721778843,0.004923844746474004,0.9132065294343287,0.4518902815912345,-6.392581516218021e-10,2.4221285546905183e-09,0.011771036494813022
157,1.173355237000452,0.8550761560740815,0.012105761869972602,1.362742027724293,-3.57028035607998e-11,0.07793768019566402,-0.0026102135710764657,-0.15335523710272203,0.004923844310490866,0.9132065296788588,0.4518902814108584,-5.681659760725655e-10,2.1365130116468567e-09,0.011771036477235812
158,1.173355236909571,0.8550761564132935,0.012105761838415212,1.3627420278660558,-3.1557390381409256e-11,0.07793768017176966,-0.002610213641812343,-0.15335523700045206,0.004923843925918492,0.913206529894997,0.4518902812514254,-5.048945567187602e-10,1.8845110322501107e-09,0.011771036461628496
159,1.1733552368288238,0.855076156712485,0.012105761810523606,1.3627420279913505,-2.789160569172111e-11,0.07793768015081494,-0.002610213704265559,-0.15335523690957098,0.0049238435867065,0.913206530086028,0.4518902811105122,-4.4859520612061665e-10,1.6621751451357386e-09,0.01177103644777232
160,1.173355236757092,0.8550761569763687,0.012105761785873425,1.3627420281020837,-2.4650181201790744e-11,0.07793768013243836,-0.0026102137594034534,-0.1533552368288238,0.00492384328751494,0.9132065302548583,0.45189028098597517,-3.985096124620169e-10,1.4660203054772322e-09,0.011771036435472561
161,1.1733552366933793,0.8550761572091033,0.012105761764089227,1.3627420281999416,-2.178419770959561e-11,0.07793768011632286,-0.0026102138080807014,-0.15335523675709206,0.004923843023631247,0.9132065304040593,0.4518902808759174,-3.539605986785377e-10,1.292969983358351e-09,0.011771036424555919
162,1.1733552366367974,0.8550761574143588,0.012105761744838931,1.362742028286417,-1.9250295801853667e-11,0.07793768010219036,-0.002610213851052392,-0.15335523669337925,0.004923842790896638,0.9132065305359055,0.4518902807786614,-3.143436448638237e-10,1.1403083732255612e-09,0.01177103641486815
163,1.173355236586556,0.8550761575953737,0.012105761727828743,1.3627420283628289,-1.7010188396726633e-11,0.077937680089797,-0.0026102138889856352,-0.1533552366367974,0.004923842585641158,0.9132065306524091,0.45189028069272247,-2.7911900048194216e-10,1.0056381504440493e-09,0.011771036406272086
164,1.173355236541951,0.8550761577550055,0.01210576171279884,1.3627420284303449,-1.5029902669660977e-11,0.0779376800789288,-0.002610213922469738,-0.15335523658655603,0.0049238424046262885,0.9132065307553496,0.4518902806167883,-2.4780544803648663e-10,8.868432291699382e-10,0.011771036398645676
165,1.1733552365023558,0.8550761578957755,0.012105761699519407,1.3627420284899974,-1.3279433108692729e-11,0.0779376800693982,-0.0026102139520252678,-0.15335523654195105,0.004923842244994536,0.9132065308463012,0.45189028054969776,-2.1997343009616532e-10,7.820559244685679e-10,0.011771036391880412
166,1.1733552364672126,0.8550761580199085,0.012105761687787217,1.3627420285426992,-1.1732189872382115e-11,0.07793768006104064,-0.0026102139781120463,-0.15335523650235583,0.004923842104224474,0.9132065309266555,0.45189028049042423,-1.9524016084404572e-10,6.896277549668303e-10,0.011771036385879802
167,1.1733552364360251,0.8550761581293672,0.012105761677422555,1.362742028589258,-1.0364662253459223e-11,0.07793768005371178,-0.002610214001136221,-0.1533552364672126,0.004923841980091437,0.9132065309976436,0.4518902804380596,-1.7326423455699125e-10,6.081038347567971e-10,0.01177103638055808
168,1.1733552364083517,0.8550761582258832,0.012105761668266508,1.3627420286303875,-9.156047448000137e-12,0.07793768004728507,-0.0026102140214564837,-0.1533552364360251,0.0049238418706327725,0.9132065310603538,0.4518902803918013,-1.537414726776598e-10,5.362002709246097e-10,0.011771036375838987
169,1.1733552363837996,0.8550761583109844,0.012105761660178568,1.362742028666719,-8.087940039924746e-12,0.07793768004164954,-0.0026102140393896526,-0.1533552364083517,0.004923841774116755,0.9132065311157486,0.45189028035093903,-1.3640063731279461e-10,4.727839173759504e-10,0.011771036371654763
170,1.1733552363620194,0.8550761583860182,0.01210576165303448,1.3627420286988103,-7.144087404986621e-12,0.0779376800367078,-0.0026102140552155297,-0.15335523638379955,0.004923841689015607,0.9132065311646788,0.4518902803148454,-1.2100027750594489e-10,4.168548041472153e-10,0.011771036367945211
171,1.173355236342701,0.8550761584521738,0.012105761646724446,1.3627420287271548,-6.310034092460448e-12,0.07793768003237449,-0.0026102140691811604,-0.15335523636201942,0.004923841613981739,0.9132065312078964,0.4518902802829656,-1.0732528581136602e-10,3.675306651899912e-10,0.011771036364656871
172,1.1733552363255677,0.8550761585104997,0.012105761641151363,1.362742028752189,-5.573083661225553e-12,0.07793768002857472,-0.002610214081504714,-0.15335523634270087,0.004923841547826213,0.9132065312460668,0.4518902802548089,-9.518420253373794e-11,3.2403290369919374e-10,0.01177103636174222
173,1.1733552363103745,0.8550761585619211,0.012105761636229402,1.3627420287742984,-4.921960408688086e-12,0.07793768002524284,-0.0026102140923788455,-0.1533552363255677,0.0049238414895003135,0.9132065312797775,0.451890280229942,-8.440648874286083e-11,2.8567454825323413e-10,0.011771036359159076
174,1.1733552362969033,0.8550761586072539,0.012105761631882721,1.3627420287938234,-4.346681001243802e-12,0.07793768002232127,-0.0026102141019736583,-0.1533552363103745,0.004923841438078891,0.9132065313095482,0.4518902802079812,-7.484035960403368e-11,2.51849425537444e-10,0.01177103635686998
175,1.1733552362849602,0.8550761586472181,0.01210576162804426,1.3627420288110657,-3.8384607992103525e-12,0.07793768001975947,-0.002610214110439324,-0.15335523629690329,0.004923841392746042,0.913206531335838,0.45189028018858834,-6.635086230444287e-11,2.2202280096882132e-10,0.011771036354841665
176,1.173355236274373,0.8550761586824481,0.012105761624654742,1.362742028826291,-3.389517833074507e-12,0.07793768001751317,-0.0026102141179084673,-0.15335523628496017,0.004923841352781899,0.9132065313590529,0.45189028017146354,-5.881774407801021e-11,1.9572275115724291e-10,0.011771036353044613
177,1.1733552362649888,0.8550761587135041,0.01210576162166184,1.3627420288397352,-2.9929028005915015e-12,0.07793768001554355,-0.002610214124498111,-0.15335523627437309,0.004923841317551858,0.9132065313795514,0.45189028015634264,-5.2134230960065864e-11,1.7253315497210014e-10,0.01177103635145257
178,1.173355236256672,0.8550761587408797,0.012105761619019212,1.3627420288516057,-2.6426274363222646e-12,0.07793768001381655,-0.0026102141303116465,-0.15335523626498881,0.0049238412864959225,0.913206531397651,0.4518902801429913,-4.620501897756313e-11,1.5208668634365818e-10,0.011771036350042337
179,1.1733552362493016,0.8550761587650104,0.012105761616686014,1.3627420288620862,-2.3331978710183776e-12,0.07793768001230228,-0.0026102141354402714,-0.1533552362566719,0.004923841259120265,0.9132065314136312,0.45189028013120336,-4.094589771408419e-11,1.3405940496157703e-10,0.011771036348793243
